--- 分析報告 (Analysis Report) ---
分析目錄 (Analyzed Directory): C:\Users\wasd0\Desktop\Telco-Co-Pilot-SFT-Data-Generation-Training\4_filter_out_the_error_log\filter_defind_format_1014_2000_case
分析目標 Key (Target Key): 'misconfigured_param'

總共在 914 個檔案中找到目標 Key。
 (Found the target Key in a total of 914 files.)

出現次數 (Count)         | 參數值 (Value)
1                    | MACRLCs[0].local_n_address=10.65.50.95
1                    | MACRLCs[0].local_n_address=10.93.23.63
1                    | MACRLCs[0].local_n_address=10.101.127.167
1                    | MACRLCs[0].local_n_address=10.122.49.215
1                    | MACRLCs[0].local_n_address=172.118.115.120
1                    | MACRLCs[0].local_n_address=10.48.80.97
1                    | MACRLCs[0].remote_n_address=100.96.128.120
1                    | MACRLCs[0].local_n_address=172.65.192.45
1                    | MACRLCs[0].local_n_address=172.93.229.70
1                    | MACRLCs[0].local_n_address=10.115.21.75
1                    | MACRLCs[0].local_n_address=172.62.112.211
1                    | MACRLCs[0].local_n_address=172.135.71.15
1                    | MACRLCs[0].local_n_address=10.82.26.32
1                    | MACRLCs[0].local_n_address=10.104.185.221
1                    | MACRLCs[0].local_n_address=10.76.67.119
1                    | MACRLCs[0].local_n_address=172.50.173.94
1                    | MACRLCs[0].local_n_address=172.85.157.116
1                    | MACRLCs[0].remote_n_address=198.18.33.122
1                    | MACRLCs[0].local_n_address=10.78.147.70
1                    | MACRLCs[0].local_n_address=172.54.224.252
1                    | MACRLCs[0].local_n_address=10.68.25.114
1                    | MACRLCs[0].local_n_address=10.134.86.67
1                    | MACRLCs[0].local_n_address=10.37.113.130
1                    | MACRLCs[0].local_n_address=10.122.109.40
1                    | MACRLCs[0].local_n_address=10.27.237.198
1                    | MACRLCs[0].local_n_address=10.63.31.176
1                    | MACRLCs[0].local_n_address=10.27.108.144
1                    | MACRLCs[0].local_n_address=172.117.172.44
1                    | MACRLCs[0].remote_n_address=100.96.204.176
1                    | MACRLCs[0].local_n_address=10.70.183.168
1                    | MACRLCs[0].local_n_address=10.136.222.170
1                    | MACRLCs[0].local_n_address=172.44.101.29
1                    | MACRLCs[0].local_n_address=10.121.7.67
1                    | MACRLCs[0].local_n_address=172.91.43.249
1                    | MACRLCs[0].local_n_address=10.99.182.164
1                    | MACRLCs[0].local_n_address=10.61.106.51
1                    | MACRLCs[0].local_n_address=172.92.154.203
1                    | MACRLCs[0].local_n_address=10.110.243.100
1                    | MACRLCs[0].local_n_address=172.35.1.222
1                    | MACRLCs[0].remote_n_address=100.127.93.197
1                    | MACRLCs[0].local_n_address=10.42.104.1
1                    | MACRLCs[0].local_n_address=172.110.227.200
1                    | MACRLCs[0].local_n_address=10.91.200.129
1                    | MACRLCs[0].local_n_address=10.124.243.45
1                    | MACRLCs[0].local_n_address=172.44.191.207
1                    | MACRLCs[0].local_n_address=10.39.29.148
1                    | MACRLCs[0].local_n_address=10.121.232.72
1                    | MACRLCs[0].local_n_address=10.122.15.230
1                    | MACRLCs[0].local_n_address=10.129.42.232
1                    | MACRLCs[0].local_n_address=10.61.229.224
1                    | MACRLCs[0].remote_n_address=198.19.124.10
1                    | MACRLCs[0].local_n_address=10.72.71.62
1                    | MACRLCs[0].local_n_address=172.118.142.17
1                    | MACRLCs[0].local_n_address=10.19.191.28
1                    | MACRLCs[0].local_n_address=10.23.242.187
1                    | MACRLCs[0].local_n_address=10.130.71.44
1                    | MACRLCs[0].local_n_address=172.47.33.235
1                    | MACRLCs[0].local_n_address=10.28.163.176
1                    | MACRLCs[0].local_n_address=172.150.148.148
1                    | MACRLCs[0].local_n_address=10.22.26.102
1                    | MACRLCs[0].local_n_address=10.72.22.186
1                    | MACRLCs[0].remote_n_address=198.18.225.227
1                    | MACRLCs[0].local_n_address=10.32.201.247
1                    | MACRLCs[0].local_n_address=172.91.129.229
1                    | MACRLCs[0].local_n_address=10.47.241.110
1                    | MACRLCs[0].local_n_address=172.45.0.215
1                    | MACRLCs[0].local_n_address=172.38.0.135
1                    | MACRLCs[0].local_n_address=172.82.206.98
1                    | MACRLCs[0].local_n_address=172.118.233.66
1                    | MACRLCs[0].local_n_address=172.108.10.71
1                    | MACRLCs[0].local_n_address=10.88.227.2
1                    | MACRLCs[0].local_n_address=10.105.40.21
1                    | MACRLCs[0].remote_n_address=198.18.179.247
1                    | MACRLCs[0].remote_n_address=198.18.230.139
1                    | MACRLCs[0].local_n_address=172.75.173.1
1                    | MACRLCs[0].local_n_address=172.145.81.34
1                    | MACRLCs[0].local_n_address=172.96.83.26
1                    | MACRLCs[0].local_n_address=172.128.37.125
1                    | MACRLCs[0].local_n_address=172.79.134.44
1                    | MACRLCs[0].local_n_address=172.61.98.1
1                    | MACRLCs[0].local_n_address=172.103.17.161
1                    | MACRLCs[0].local_n_address=10.28.126.128
1                    | MACRLCs[0].local_n_address=10.103.209.5
1                    | MACRLCs[0].local_n_address=10.124.95.121
1                    | MACRLCs[0].remote_n_address=100.96.99.34
1                    | MACRLCs[0].local_n_address=10.32.203.247
1                    | MACRLCs[0].local_n_address=10.118.12.175
1                    | MACRLCs[0].local_n_address=10.104.119.95
1                    | MACRLCs[0].local_n_address=172.75.173.185
1                    | MACRLCs[0].local_n_address=10.113.227.78
1                    | MACRLCs[0].local_n_address=172.121.215.74
1                    | MACRLCs[0].local_n_address=172.111.114.97
1                    | MACRLCs[0].local_n_address=10.48.242.163
1                    | MACRLCs[0].local_n_address=172.133.35.217
1                    | MACRLCs[0].local_n_address=10.134.10.135
1                    | MACRLCs[0].remote_n_address=192.0.2.222
1                    | MACRLCs[0].local_n_address=10.54.123.94
1                    | MACRLCs[0].local_n_address=172.69.70.185
1                    | MACRLCs[0].local_n_address=10.78.182.83
1                    | MACRLCs[0].local_n_address=10.124.227.92
1                    | MACRLCs[0].local_n_address=10.84.71.80
1                    | MACRLCs[0].local_n_address=10.68.61.139
1                    | MACRLCs[0].local_n_address=172.125.139.193
1                    | MACRLCs[0].local_n_address=10.41.249.24
1                    | MACRLCs[0].local_n_address=172.101.146.32
1                    | MACRLCs[0].local_n_address=172.139.40.10
1                    | MACRLCs[0].remote_n_address=192.0.2.65
1                    | MACRLCs[0].local_n_address=10.29.119.180
1                    | MACRLCs[0].local_n_address=172.75.31.208
1                    | MACRLCs[0].local_n_address=10.74.127.59
1                    | MACRLCs[0].local_n_address=172.72.210.149
1                    | MACRLCs[0].local_n_address=172.39.246.71
1                    | MACRLCs[0].local_n_address=172.58.23.117
1                    | MACRLCs[0].local_n_address=10.128.83.53
1                    | MACRLCs[0].local_n_address=172.133.125.56
1                    | MACRLCs[0].local_n_address=172.52.93.83
1                    | MACRLCs[0].local_n_address=172.111.212.143
1                    | MACRLCs[0].remote_n_address=198.18.234.243
1                    | MACRLCs[0].local_n_address=10.24.117.6
1                    | MACRLCs[0].local_n_address=10.43.34.246
1                    | MACRLCs[0].local_n_address=10.132.170.175
1                    | MACRLCs[0].local_n_address=172.97.124.206
1                    | MACRLCs[0].local_n_address=10.76.68.28
1                    | MACRLCs[0].local_n_address=10.116.119.216
1                    | MACRLCs[0].local_n_address=172.124.27.98
1                    | MACRLCs[0].local_n_address=10.39.120.69
1                    | MACRLCs[0].local_n_address=172.104.129.166
1                    | MACRLCs[0].local_n_address=172.87.98.231
1                    | MACRLCs[0].remote_n_address=198.19.203.217
1                    | MACRLCs[0].local_n_address=172.54.178.155
1                    | MACRLCs[0].local_n_address=10.131.68.116
1                    | MACRLCs[0].local_n_address=172.51.145.227
1                    | MACRLCs[0].local_n_address=172.129.249.125
1                    | MACRLCs[0].local_n_address=10.76.15.4
1                    | MACRLCs[0].local_n_address=10.28.44.38
1                    | MACRLCs[0].local_n_address=172.139.53.107
1                    | MACRLCs[0].local_n_address=172.123.159.130
1                    | MACRLCs[0].local_n_address=10.106.183.125
1                    | MACRLCs[0].local_n_address=172.105.49.74
1                    | MACRLCs[0].remote_n_address=198.18.59.91
1                    | MACRLCs[0].local_n_address=10.123.112.120
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=898
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=705
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=872
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=151936
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=509
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=1113
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=493
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=152235
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=903
1                    | MACRLCs[0].remote_n_address=192.0.2.52
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=526
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=787
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=151947
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=1066
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=797
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=755
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=152259
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=346
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=1093
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=592
1                    | MACRLCs[0].remote_n_address=192.0.2.140
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=151919
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=770
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=717
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=724
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=152039
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=882
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=506
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=1103
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=151654
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=596
1                    | MACRLCs[0].remote_n_address=100.127.185.125
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=1127
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=851
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=151840
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=939
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=881
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=515
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=151893
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=400
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=617
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=612
1                    | MACRLCs[0].remote_n_address=192.0.2.131
1                    | MACRLCs[0].remote_n_address=100.96.251.11
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=152251
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=1082
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=554
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=151841
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=339
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=392
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=1009
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=152203
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=444
1                    | MACRLCs[0].remote_n_address=100.127.50.29
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=409
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=836
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=151700
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=649
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=1120
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=1076
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=152081
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=485
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=398
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=875
1                    | MACRLCs[0].remote_n_address=100.96.181.150
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=152232
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=371
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=899
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=887
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=151997
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=481
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=1085
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=568
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=151639
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=561
1                    | MACRLCs[0].remote_n_address=198.18.78.51
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=349
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=829
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=151955
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=818
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=904
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=1108
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=152269
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=405
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=403
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=761
1                    | MACRLCs[0].remote_n_address=198.18.223.210
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=151897
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=358
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=313
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=286
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=152099
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=998
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=971
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=1129
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=151760
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=472
1                    | MACRLCs[0].remote_n_address=192.0.2.24
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=550
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=1026
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=151682
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=352
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=627
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=876
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=152347
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=688
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=1074
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=802
1                    | MACRLCs[0].remote_n_address=198.18.153.15
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=152343
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=970
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=667
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=336
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=151576
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=1158
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=1080
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=372
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=152349
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=980
1                    | MACRLCs[0].remote_n_address=100.127.82.76
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=1015
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=663
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=151573
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=852
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=928
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=462
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=151407
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=1008
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=411
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=757
1                    | MACRLCs[0].remote_n_address=192.0.2.186
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=152070
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=628
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=862
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=940
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=152299
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=512
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=847
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=492
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=151846
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=861
1                    | MACRLCs[0].remote_n_address=100.96.204.129
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=1012
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=380
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=151764
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=301
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=1064
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=401
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=151713
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=889
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=916
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=329
1                    | MACRLCs[0].remote_n_address=100.127.112.196
1                    | MACRLCs[0].remote_n_address=198.19.6.66
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=152348
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=1149
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=1073
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=567
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=152361
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=303
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=958
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=252
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=151702
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=732
1                    | MACRLCs[0].remote_n_address=100.127.237.161
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=311
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=537
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=151722
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=452
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=277
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=942
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=152288
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=368
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=330
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=374
1                    | MACRLCs[0].remote_n_address=100.96.82.208
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=152097
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=1038
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=1175
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=737
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=152329
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=605
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=618
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=1134
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=152234
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=815
1                    | MACRLCs[0].remote_n_address=100.127.35.203
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=811
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=488
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=151613
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=589
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=1161
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=1145
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=151794
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=502
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=767
1                    | gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing=1056
1                    | MACRLCs[0].remote_n_address=198.18.89.104
1                    | gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB=151956
1                    | gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex=601
1                    | gNBs[0].servingCellConfigCommon[0].ul_frequencyBand=1042
1                    | MACRLCs[0].remote_n_address=100.96.54.220
1                    | MACRLCs[0].remote_n_address=100.127.136.4
1                    | MACRLCs[0].remote_n_address=198.18.135.252
1                    | MACRLCs[0].remote_n_address=100.127.123.36
1                    | MACRLCs[0].remote_n_address=192.0.2.27
1                    | MACRLCs[0].remote_n_address=192.0.2.242
1                    | MACRLCs[0].remote_n_address=198.18.10.18
1                    | MACRLCs[0].remote_n_address=198.18.14.46
1                    | MACRLCs[0].remote_n_address=198.18.248.155
1                    | MACRLCs[0].remote_n_address=100.127.72.121
1                    | MACRLCs[0].remote_n_address=100.127.189.237
1                    | MACRLCs[0].remote_n_address=198.18.146.47
1                    | MACRLCs[0].remote_n_address=198.19.233.195
1                    | MACRLCs[0].remote_n_address=192.0.2.43
1                    | MACRLCs[0].remote_n_address=198.19.236.8
1                    | MACRLCs[0].remote_n_address=100.127.222.225
1                    | MACRLCs[0].remote_n_address=198.19.217.231
1                    | MACRLCs[0].remote_n_address=100.127.178.60
1                    | MACRLCs[0].remote_n_address=192.0.2.92
1                    | MACRLCs[0].remote_n_address=192.0.2.149
1                    | MACRLCs[0].remote_n_address=100.96.136.135
1                    | MACRLCs[0].remote_n_address=100.96.151.6
1                    | MACRLCs[0].remote_n_address=198.18.195.249
1                    | MACRLCs[0].remote_n_address=198.18.250.172
1                    | MACRLCs[0].remote_n_address=100.96.28.225
1                    | MACRLCs[0].remote_n_address=198.19.123.54
1                    | MACRLCs[0].remote_n_address=198.19.178.253
1                    | MACRLCs[0].remote_n_address=100.96.120.11
1                    | MACRLCs[0].remote_n_address=100.127.183.125
1                    | MACRLCs[0].remote_n_address=192.0.2.45
1                    | MACRLCs[0].remote_n_address=100.96.219.66
1                    | MACRLCs[0].remote_n_address=192.0.2.29
1                    | MACRLCs[0].remote_n_address=100.96.20.80
1                    | MACRLCs[0].remote_n_address=100.127.147.160
1                    | MACRLCs[0].remote_n_address=198.19.51.235
1                    | MACRLCs[0].remote_n_address=198.18.43.215
1                    | MACRLCs[0].remote_n_address=100.96.115.97
1                    | MACRLCs[0].remote_n_address=100.127.106.35
1                    | MACRLCs[0].remote_n_address=198.19.37.181
1                    | MACRLCs[0].remote_n_address=198.18.225.25
1                    | MACRLCs[0].remote_n_address=198.19.99.196
1                    | MACRLCs[0].remote_n_address=100.96.10.183
1                    | MACRLCs[0].remote_n_address=100.96.6.17
1                    | MACRLCs[0].remote_n_address=198.18.251.130
1                    | MACRLCs[0].remote_n_address=192.0.2.209
1                    | MACRLCs[0].remote_n_address=198.19.240.212
1                    | MACRLCs[0].remote_n_address=100.96.161.134
1                    | MACRLCs[0].remote_n_address=100.127.60.130
1                    | MACRLCs[0].remote_n_address=100.127.160.213
1                    | MACRLCs[0].remote_n_address=100.127.45.242
1                    | MACRLCs[0].remote_n_address=100.96.73.44
1                    | MACRLCs[0].remote_n_address=192.0.2.128
1                    | MACRLCs[0].remote_n_address=100.96.126.138
1                    | MACRLCs[0].remote_n_address=192.0.2.166
1                    | MACRLCs[0].remote_n_address=198.19.101.184
1                    | MACRLCs[0].remote_n_address=198.18.173.214
1                    | MACRLCs[0].remote_n_address=198.19.208.251
1                    | MACRLCs[0].remote_n_address=198.19.92.192
1                    | MACRLCs[0].remote_n_address=198.19.209.112
1                    | MACRLCs[0].remote_n_address=100.96.232.23
1                    | MACRLCs[0].remote_n_address=100.96.16.254
1                    | MACRLCs[0].remote_n_address=100.96.249.212
1                    | MACRLCs[0].remote_n_address=198.18.40.16
1                    | MACRLCs[0].remote_n_address=192.0.2.121
1                    | MACRLCs[0].remote_n_address=198.18.78.75
1                    | MACRLCs[0].remote_n_address=100.96.4.241
1                    | MACRLCs[0].remote_n_address=100.127.202.251
1                    | MACRLCs[0].remote_n_address=192.0.2.227
1                    | MACRLCs[0].remote_n_address=100.96.149.25
1                    | MACRLCs[0].remote_n_address=198.18.169.132
1                    | MACRLCs[0].remote_n_address=198.18.208.205
1                    | MACRLCs[0].remote_n_address=198.19.11.29
1                    | MACRLCs[0].remote_n_address=198.18.99.254
1                    | MACRLCs[0].remote_n_address=198.19.218.140
1                    | MACRLCs[0].remote_n_address=192.0.2.205
1                    | MACRLCs[0].remote_n_address=198.18.241.232
1                    | MACRLCs[0].remote_n_address=198.18.150.199
1                    | MACRLCs[0].remote_n_address=192.0.2.39
1                    | MACRLCs[0].remote_n_address=198.19.65.132
1                    | MACRLCs[0].remote_n_address=198.18.85.86
1                    | MACRLCs[0].remote_n_address=192.0.2.156
1                    | MACRLCs[0].remote_n_address=100.96.108.93
1                    | MACRLCs[0].remote_n_address=198.18.237.15
